Lines	Words	File_name
2000	41123	../../elitr-testset/documents/taus/de-cs/devset.cs
2000	44213	../../elitr-testset/documents/taus/de-cs/devset.de
2000	40848	../../elitr-testset/documents/taus/de-cs/testset.cs
2000	43937	../../elitr-testset/documents/taus/de-cs/testset.de
2000	31730	../../elitr-testset/documents/taus/en-cs/devset.cs
2000	37438	../../elitr-testset/documents/taus/en-cs/devset.en
2000	31488	../../elitr-testset/documents/taus/en-cs/testset.cs
2000	37368	../../elitr-testset/documents/taus/en-cs/testset.en
2000	33570	../../elitr-testset/documents/taus/en-de/devset.de
2000	36860	../../elitr-testset/documents/taus/en-de/devset.en
2000	32746	../../elitr-testset/documents/taus/en-de/testset.de
2000	36270	../../elitr-testset/documents/taus/en-de/testset.en
2000	42086	../../elitr-testset/documents/taus/en-es/devset.en
2000	46907	../../elitr-testset/documents/taus/en-es/devset.es
2000	41405	../../elitr-testset/documents/taus/en-es/testset.en
2000	46378	../../elitr-testset/documents/taus/en-es/testset.es
2000	36670	../../elitr-testset/documents/taus/en-hu/devset.en
2000	29744	../../elitr-testset/documents/taus/en-hu/devset.hu
2000	37452	../../elitr-testset/documents/taus/en-hu/testset.en
2000	30224	../../elitr-testset/documents/taus/en-hu/testset.hu
2000	39151	../../elitr-testset/documents/taus/en-nl/devset.en
2000	39251	../../elitr-testset/documents/taus/en-nl/devset.nl
2000	39582	../../elitr-testset/documents/taus/en-nl/testset.en
2000	39772	../../elitr-testset/documents/taus/en-nl/testset.nl
2000	35680	../../elitr-testset/documents/taus/en-pl/devset.en
2000	30631	../../elitr-testset/documents/taus/en-pl/devset.pl
2000	34900	../../elitr-testset/documents/taus/en-pl/testset.en
2000	30001	../../elitr-testset/documents/taus/en-pl/testset.pl
2000	41600	../../elitr-testset/documents/taus/en-ro/devset.en
2000	42087	../../elitr-testset/documents/taus/en-ro/devset.ro
2000	42642	../../elitr-testset/documents/taus/en-ro/testset.en
2000	43429	../../elitr-testset/documents/taus/en-ro/testset.ro
